text,target
"Putting my RESUME in at foodworks tomorrow, omg, i hope i get it, i will be able to start earning money!  OMG!!!!! ",1
Testing out my DSi on this site. It rocks ,1
My sister posted the nicest video for me on facebook ,1
@Johnnyrecorder Just lovely ,1
T @BennyGreenberg Tools of the Road Warrior http://hub.tm/?KXJBQ Pretty Cool - Please Retweet ,1
Good morning twitters! Tuesday... but like Thursday ,1
"@Anraiki took a quick look but wanna take some time, will do so this w/end ...thank you 4 sharing yr work  xo Dea",1
"Ah, Twitter seems to be working again ",1
mhm up. ohh early for me!- &amp; i feel like whatching Open arms again  [by gary go] ,1
"Such a sunny, hot day! So beautiful but I feel so bored ",0
Everything is still broken! ,0
@Fatfairy69 Heroes 'Poor Parkman' - Remember never trust a Hero any episode now it'll all turn nasty ,1
*bursts through the Twitter doors* Hellooooooooo!  ,1
Working on the new Cricket game for the i-phone...you guys will like it i am sure  http://www.youtube.com/watch?v=771uKX4zhZQ,1
@MrYoungHarlem  getting splashy I see ,1
"@JonathanRKnight Thanks for the 'sermon' lol. I was asleep when You wrote it, but it was nice to wake up to. The simple life...If only!  x",1
had an awesome day at work! Getting paid for what you love possibly has to be the best feeling EVER!!  ,1
@stml Have you been overdoing the William Gibson novels? ,1
wants to go to easterfest ,0
@jcrillz so's the real Common these days... ,1
"@muirium thanx ive had this problem for a long time,ill check it out ",1
Feeling light headed and gross ,0
@tkofthewildboyz what genre ,1
this years Hell's Kitchen has an interesting mix of celebrities.. have already decided I want Bruce Grobbelaar to win or Ade Edmondson ,1
@MichellePen immensely!! Started playing with new sites as I didn't want to mess up Easter one - paranoid moi? ,0
@JonathanRKnight Hello there Jonathan! I didn't know you tweet.  Have a good nite,1
Drinking a Nuun lemon &amp; lime electrolyte tab drink. It's not sweet enough ,0
@EvilUnicorn im not on aim rn ,0
@thisisguan ,0
I hate being away from her... I cant sleep alone anymore ,0
"@deirdresm Goodnight, Deirdre... hope you feel better tomorrow. ",1
I always get insomnia at the most inopportune times. ,0
@kameelahwrites &lt;33 codez....they've been MIA tho ,0
"hmmm yesterday i committed to running with the bulls in pamplona.....on the web, them bulls are looking awful big...nervous already ",1
almost time to go home.  Parent/Teacher interviews tonight.  Should be good ,1
Started getting mailshots aimed at pensioners - it's all downhill now ,0
are you vaccinated against chicken-pox?should I vaccinate my 3 yr old?I am SO confused about this damn thing ,0
@crazytwism haha ^^ maybe they'll add the &quot;throw shoes&quot; competition in the Parlament - I wonder who'll win ,1
@Poohpot lmao im sorry poohpot i ate it all! ,0
I am in a GOOD MOOOOO-OOOOD! ,1
why is it so cold? I need my paddington bear duffel coat ,0
Seating here helping my baby with his papers...well he is forcing me too seat with him  im sleepy,0
"@ma_shinka go on, Mary's listening ",1
"It's been a while since i have watched the Cosby Show, i forgot how funny it was  BUT CAN'T SLEEP THOUGH grrrrr",1
Why is it raining tomorrow night after it was sooo nice today?!  Guess I should be thankful that I was able to enjoy it at least.,0
@darylsws kids are on holidays ,0
Everyone Has Got Subbed By Someone Good! Laura=Billie Amber=Louise Neesey=Me ,1
"In a horrible self fulfilling slump. Experts say they dont exist...wanna bet? Nevermind, I'd lose that too. Taking hiatus for a few days ",1
@offbytwo seeing a doctor i hope? ,0
@maheep: You should stop knowing me so well! ,1
Dang. Heroes and The Hills amazed me tonight!  off to do more studying!,1
Morning all - just had first cuppa   Hazy sunshine here.,1
@fourzoas He is! He's my buddy! I'm so glad @justben lets me have him on the bed. He's part of the family ,1
@SportsGirlsPlay I coach too. Forced into retirement a good few years ago due to injury  You coach in the US?,0
Jasmine and Bohdi are here for the holidays!! ,1
finally finished my first paper of the term ,1
awake  spanish test to make up this morning.,0
why are people to cruel and rude ,0
Shame processing pics isn't as much fun as actually taking them  .,0
@r_keith_hill Thanks for your response. Ihad already find this answer ,1
Just  found all these new pictures from my photo shoot that I had never seen!! yay ,1
@Mamacitax7 I could survive... ,1
itÃ¯Â¿Â½s so boring ,0
i wish my new glasses weren't so expensive ,0
@ilovespots Thank you  I hope the boys wear them this week!,1
@wtfanabel nite!! I still cant go to sleep. ,0
"@Bncngoffthwlls Like the ones i have now, but am willing to look at other ones ",1
"@AppleCCSF btw, I'm doing all of my CCSF / Communique 5 dev on a MacBook Pro.  ",1
"Today I realized I am too good at hiding things, even I can't find it ",0
"@sharkeymalarkey NO, that's not a funny thing    I've already collided enough worlds this week; it's a little weird.",0
need to sleep. but cant ,0
Time for bed! Sleeping to Thursday  pretty stoked for school tomorrow. Goodnight all!,1
"@indica Stop checking Ranil out  Sick, wanted to be there. Say hello to Sanjaya for me.",1
"Wish it wasn't so nice outside, i wouldn't feel poo revising then ",0
@Pauliwhirl OMG WHINE WHINE WHINE WHINE HOUSING LOTERY IS OVER STFU I HAD TO EXPLAIN TO QIDONG THAT HE WAS FUCKED. ,0
"@KevAnthony let me give you a hug, its cold here too ",0
"@kirstyfionagh i modifed my twitter and i think you should do the same.  xoxo (yes, i too think i am now gossip girl) haha",1
"@chiefchimpanzee I was expecting &quot;the screen&quot; in reply, but you came close... ",1
it'll take 3 days for my sister to get her passport ,0
I am at work.....going shopping soon ,1
@itspink WHAT?BOYZONE ARE REFORMING???I'm never aware of anything ,0
"@ajwillis I'm fed up of Sainsbury's altogether, just been for the dreaded big shop. Our cat food now only available in small boxes ",0
@Lucky_Kristin  do you need any cookies?  I can get you some.   #girlguidecookies,1
@brahhh quit smoking cigs... i dont want to look old  plus... i cant breath haha,0
my cat Micas is really a dog trapped inside a cat's body ,1
"My friend Coco (Chris) had a party this weekend, and it seemed to have been awesome. FAIL. I wasnae there   ",0
@TregorySullivan w00t! I rate 78% of your @ asshattery? Awesome! Now I need to follow the other people you bug. ,1
"@tiffanymarie_x3 Haven't been to bed yet.  The perks of unemployment  And yes, apparently your TwitterBerry updates DO come through.",0
can't wait to see cody wednesday  i love my boyfrieeennd,1
i love my grandma ,1
@PeterDeeTM how about twittin a LIIIITTLE dean keally hint? ,1
"@juliwooli I can hardly believe it,first Beth now you! Whoop  It's like a new spin on an old school reunion!How are you doing sweetpea?!X",1
"@casual_intruder or how about a I Love Your Blog sign from Harold, that would be cool! ",1
@PeoplemapsJulie  I am looking for the berocca then all will be well ,1
@odo_snape_maven owwie!  the dictation software won't pick up whispering eh? i know Meleney has it but dunno how good sound pickup is.,0
@RobPattinson_  hey i think your really amazing..especially in twilight..keep the good work up!! ,1
Looks like McG lost his R-Rating battle over Terminator Salvation. Watered down Terminator movie?  http://tinyurl.com/c37yjv,0
"my thoughts and prayers go out to the people affected in the earthquake, Italy ",0
@thelmarockz thelma I can't see shiz I see blank and me and u comments ,0
starting to wonder if you guys with jobs prioritize tweeting over work ,1
My Lumiquest Softbox III arrived! But all the batteries in my SB-800 are dead ,0
"@chamillionaire naw naw fuck that son, fuck that, u best respond to every tweet and twit u fuckin get! fuck the studio! fuck your life! ",1
Working   Alyssas coming over later to stay ! YEA!,0
bye  hope ur having fun with her though,1
@clarianne @Knot2serious APRIL 9TH ISN'T COMING SOON ENOUGH ,0
@Mgpotter You're cute ,1
Ahh sorry ya';ll for not being able to twitter from the show my phone so did not work in there at all  But brit was amazeing....ahhh,0
@camille0684 omg i found you!!!!!!!!!!!!!!! yay i had no idea there were so many amaris's in the world ,1
misses him right now. i need a hug ,0
"alphabeat &quot;fascination&quot; ? http://twt.fm/33018   beautiful day, everything's great! dancin around in underwear ",1
"Essay finished, 3,605 words, very pleased with self but dreading the return to project work ",0
Need a hug ,0
is seeing Lauren today  x,1
@mileycyrus now i think its definitely a nap ,1
3. Just kidding! I won't spam y'all anymore. ,1
"No much traffic at the vacation time, but the few cars are driving more than crazy. Most germans are very agressive drivers.I miss Canada ",1
"@GinaDeAngelo ha, definitely not vegan. I'm drinking it, still alive too. All is well ",1
@fudgecrumpet You'll be there one day. ,0
http://twitpic.com/2y6ec - and this is Hope sister Sophie she cute too ,1
"&quot;It's a nice bright beacon in a sea of really dreary, dreary booths at CTIA this year...&quot; -  http://bit.ly/9lfZH [Great YT Video] ",1
y isnt it as sunny as yesterday ,0
has a serious procrastination problem... ,0
Why am I not at the beach with ana and claudia?! ,0
@robin_parker @gazraa such a retro animation! Sesame Street was ace! ,1
Area nightclub making Ã¯Â¿Â½8 out of the bewilldered uni students who have arrived home. while the poor folk like me have to struggle on ,0
"Horray!! I've been accepted into the Bazaar Bizarre Maker Faire 2009!! With 50% of accepted vendors being NEW to BazBiz, I am honored. ",1
@lexykiddle i didnt do much made a sandwhich  and then caught a fish  wbuyou going paulis party? some good news for you cant say on here.,1
@paul_e_wog Wait...is it a game or just episodes? I'm so confused. ,0
http://rapidshare.com/files/218348030/Summer_CD_2009.zip.html A mix i made if you want to listen to some new-ish indie pop/rock stuff ,1
just missed one of the most important parties in my highschool life ,0
Tried with smsjunction.com.. but got ODBC Driver errors.  ,0
really likes diet cherry vanilla dr. pepper. its amazingness in a bottle ,1
@pradyotghate uploaded 4 pics i cud find decent out of the whole days shoot ,1
@jemcam well i have uni stuff and netball  but after netbal if i've done uni stuff we can,0
@StaciJShelton going to the beach weeeee ,1
"@saamx  thanks, you too&lt;3",0
"@rokchic28 no probs, I sell nothing other than my blog http://snedwan.com  I'll have to get a listen to your band, on iTunes?",1
im watching stomp the yard  mann i love that movie :],1
my cat died last january- he was one of my best friends ,0
@Boogaloo1 oh dear!!! now why would you want to do something as stupid as stay off the booze for a whole month ,1
@nick_carter Your weird. The end. ,1
Is grumpy she is no ones bestest friend ,0
@LFTA &quot;This morning I woke up...Feeling brand new I...I jumped up. Feeling my higgggh n my looow n my sooooul n my clothes...&quot; ,1
@squishymatter good night and wonderful dreams and thanks for checking up on me ,1
feeling inspired to do a number of things..to busy to do them though  creative outlet needed.,0
@KarimJebari thanks for concern. No physical harm. I was just about to enjoy some malatang when I found my wallet forever gone. ,0
Ok wonder why twitpix isn't an option for this new phone I got?! I can't win! I'll leave the photos to my cuz I guess... ,0
@astovidiu good for you ,1
does it sound wrong if i say i miss her already? cuz i do.. ,0
"@ExMi Hey doll, sorry to hear bout ur doggie  Hope he comes home soon!  Would help u look if i weren't so far away!!",0
i cant sleep ugghhh ,0
goodnight everyone ,1
hates the waiting game. she hates uncertainties too. ,0
@JonathanRKnight Jon this ride you have taken us on is way too amazing! We are just glad you can hear us &amp; understand if you cant reply ,1
